hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,location_id,rssi_variance
HDOK,PLOK,17472,40,40,-74,8,8,2,19,-71,-72,-71,-71,-71,-69,-77,-71,-74,-73,-71,-73,-71,-71,-74,-71,-71,-71,-76,334,0.6115702479338844
HDOK,PLOK,17472,41,41,-71,7,8,2,19,-70,-70,-69,-69,-69,-70,-75,-68,-71,-70,-69,-70,-69,-69,-70,-69,-68,-73,-70,334,0.2479338842975206
HDOK,PLOK,17472,42,42,-71,8,8,2,19,-70,-70,-69,-68,-69,-69,-73,-69,-73,-73,-69,-73,-68,-68,-75,-67,-69,-69,-73,334,2.2644628099173554
HDOK,PLOK,17472,43,43,-74,8,8,2,19,-72,-71,-73,-76,-69,-74,-71,-71,-71,-71,-74,-71,-76,-71,-71,-76,-70,-76,-70,334,1.421487603305785
HDOK,PLOK,17472,44,44,-71,8,8,2,19,-69,-69,-73,-73,-71,-70,-68,-68,-68,-68,-70,-68,-73,-69,-68,-73,-68,-73,-73,334,3.057851239669422
HDOK,PLOK,17472,45,45,-71,8,8,2,19,-68,-69,-73,-75,-70,-71,-68,-68,-68,-68,-70,-68,-75,-69,-68,-75,-68,-73,-69,334,2.2314049586776856
HDOK,PLOK,17472,46,46,-71,8,8,2,19,-68,-70,-68,-69,-68,-69,-73,-68,-70,-70,-69,-70,-69,-76,-70,-68,-69,-73,-70,334,0.4132231404958678
HDOK,PLOK,17472,47,47,-71,8,8,2,19,-69,-75,-69,-69,-73,-68,-69,-69,-69,-73,-69,-73,-69,-69,-71,-69,-69,-69,-71,334,0.5950413223140495
HDOK,PLOK,17472,48,48,-72,8,8,2,19,-69,-69,-73,-75,-70,-73,-69,-69,-69,-69,-73,-68,-75,-71,-69,-75,-69,-75,-69,334,2.9586776859504127
HDOK,PLOK,17472,49,49,-71,8,8,2,19,-68,-70,-71,-71,-73,-69,-68,-68,-68,-69,-68,-69,-71,-69,-68,-71,-68,-71,-68,334,1.1735537190082643
HDOK,PLOK,17472,50,50,-70,7,8,2,19,-68,-68,-66,-67,-67,-69,-71,-66,-69,-68,-66,-68,-67,-67,-69,-66,-67,-71,-73,334,0.56198347107438
HDOK,PLOK,17472,51,51,-74,8,8,2,19,-71,-76,-72,-71,-74,-71,-73,-75,-75,-77,-71,-77,-71,-71,-76,-72,-71,-71,-71,334,2.4132231404958673
HDOK,PLOK,17472,52,52,-71,8,8,2,19,-68,-69,-68,-68,-68,-70,-75,-68,-71,-70,-68,-70,-68,-68,-70,-68,-68,-71,-69,334,0.7438016528925618
HDOK,PLOK,17472,53,53,-73,8,8,2,19,-74,-76,-77,-76,-77,-75,-73,-73,-73,-74,-74,-73,-76,-74,-72,-76,-72,-75,-75,334,0.9752066115702479
HDOK,PLOK,17472,54,54,-72,8,8,2,19,-69,-73,-70,-69,-71,-68,-70,-76,-71,-75,-69,-75,-69,-69,-75,-70,-69,-69,-69,334,1.4545454545454546
HDOK,PLOK,17472,55,55,-73,8,8,2,19,-74,-76,-74,-73,-75,-73,-77,-75,-77,-77,-72,-77,-71,-71,-76,-71,-70,-69,-71,334,2.958677685950413
HDOK,PLOK,17472,56,56,-72,8,8,2,19,-70,-69,-74,-76,-69,-73,-70,-70,-69,-69,-73,-69,-75,-72,-69,-75,-69,-75,-69,334,3.289256198347107
HDOK,PLOK,17472,57,57,-72,8,8,2,19,-70,-74,-73,-72,-76,-71,-70,-70,-77,-71,-70,-71,-72,-71,-71,-73,-71,-72,-70,334,0.5950413223140495
HDOK,PLOK,17472,58,58,-72,7,8,2,19,-69,-71,-69,-69,-70,-70,-75,-70,-75,-75,-69,-74,-69,-70,-75,-73,-70,-70,-70,334,2.049586776859504
HDOK,PLFL,17472,59,58,-72,4,8,2,19,-70,-71,-70,-71,-69,-71,-75,-69,-71,-71,-70,-71,-71,-71,-71,-70,-70,-70,-71,334,0.23140495867768596
HDOK,PLOK,17472,60,59,-72,8,8,2,19,-69,-73,-70,-69,-71,-69,-73,-71,-75,-75,-69,-75,-70,-70,-76,-71,-70,-70,-71,334,1.1735537190082643
HDOK,PLOK,17472,61,60,-72,8,8,2,19,-70,-71,-69,-70,-69,-71,-75,-70,-71,-71,-70,-71,-71,-77,-71,-70,-70,-74,-69,334,0.2479338842975206
HDOK,PLOK,17472,62,61,-72,8,8,2,19,-70,-76,-71,-70,-72,-70,-71,-77,-72,-75,-69,-75,-70,-70,-75,-70,-70,-70,-70,334,2.1818181818181817
HDOK,PLOK,17472,63,62,-72,8,8,2,19,-71,-75,-72,-71,-72,-70,-72,-74,-73,-76,-70,-76,-70,-70,-75,-71,-70,-70,-71,334,1.3388429752066118
HDOK,PLOK,17472,64,63,-73,8,8,2,19,-70,-73,-75,-73,-75,-71,-71,-69,-71,-71,-70,-71,-72,-71,-71,-74,-71,-73,-70,334,0.6115702479338844
HDOK,PLOK,17472,65,64,-72,8,8,2,19,-70,-75,-71,-70,-71,-69,-72,-68,-74,-76,-70,-76,-70,-70,-76,-71,-70,-70,-70,334,1.4214876033057855
HDOK,PLOK,17472,66,65,-73,8,8,2,19,-71,-71,-75,-76,-74,-72,-71,-71,-71,-71,-72,-71,-76,-71,-71,-76,-70,-76,-71,334,1.785123966942149
HDOK,PLOK,17472,67,66,-73,8,8,2,19,-71,-76,-73,-71,-73,-71,-72,-73,-74,-76,-71,-76,-70,-71,-75,-71,-71,-71,-71,334,1.1735537190082643
HDOK,PLOK,17472,68,67,-73,8,8,2,19,-71,-76,-73,-71,-74,-71,-71,-71,-71,-76,-71,-76,-71,-71,-74,-71,-71,-71,-76,334,1.4710743801652895
HDOK,PLOK,17472,69,68,-73,8,8,2,19,-71,-71,-73,-76,-72,-73,-70,-71,-70,-70,-73,-70,-76,-70,-69,-76,-70,-76,-71,334,1.3223140495867771
HDOK,PLOK,17472,70,69,-72,8,8,2,19,-71,-73,-75,-71,-75,-70,-70,-69,-71,-71,-70,-71,-71,-70,-71,-71,-69,-71,-70,334,0.1983471074380165
HDOK,PLOK,17472,71,70,-73,7,8,2,19,-69,-75,-74,-70,-74,-69,-70,-70,-71,-75,-70,-73,-70,-70,-73,-70,-70,-71,-70,334,1.2892561983471074
HDOK,PLOK,17472,72,71,-73,8,8,2,19,-71,-75,-71,-70,-72,-70,-72,-74,-74,-76,-70,-76,-70,-71,-76,-71,-71,-71,-71,334,1.2892561983471074
HDOK,PLOK,17472,73,72,-72,8,8,2,19,-70,-71,-75,-73,-75,-70,-69,-69,-70,-70,-70,-70,-71,-71,-70,-73,-70,-73,-69,334,0.7933884297520662
HDOK,PLOK,17472,74,73,-72,8,8,2,19,-71,-71,-75,-76,-72,-72,-70,-70,-70,-70,-72,-70,-76,-70,-69,-76,-70,-76,-74,334,2.6115702479338845
HDOK,PLOK,17472,75,74,-72,7,8,2,19,-70,-75,-72,-70,-73,-69,-71,-71,-70,-74,-69,-74,-71,-69,-74,-70,-70,-70,-69,334,0.9256198347107436
HDOK,PLOK,17472,76,75,-72,8,8,2,19,-70,-70,-73,-76,-71,-73,-69,-71,-69,-70,-73,-70,-76,-71,-69,-75,-69,-76,-71,334,1.421487603305785
HDOK,PLOK,17472,77,76,-72,8,8,2,19,-71,-75,-71,-71,-74,-70,-71,-70,-71,-74,-70,-74,-71,-70,-73,-71,-71,-71,-73,334,0.5950413223140495
HDOK,PLOK,17472,78,77,-73,8,8,2,19,-71,-71,-75,-74,-74,-71,-69,-69,-69,-70,-71,-70,-74,-71,-69,-75,-69,-74,-69,334,2.5454545454545454
HDOK,PLOK,17472,79,78,-71,7,8,2,19,-68,-73,-69,-68,-70,-68,-71,-73,-73,-75,-69,-75,-68,-69,-75,-69,-69,-69,-70,334,2.2644628099173554
HDOK,PLOK,17472,80,79,-72,7,8,2,19,-69,-70,-69,-69,-69,-70,-75,-69,-71,-71,-70,-71,-70,-70,-71,-70,-69,-75,-70,334,0.36363636363636365
